0,1,2
B19037C_001E,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Estimate!!Total
B19037D_001E,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),Estimate!!Total
B19037E_001E,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Estimate!!Total
B19037F_001E,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),Estimate!!Total
B19037G_001E,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),Estimate!!Total
B19037H_001E,"AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",Estimate!!Total
B19037I_001E,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),Estimate!!Total
B19037_001E,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Total
B19049_001E,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY AGE OF HOUSEHOLDER,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B19050_001E,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY AGE OF HOUSEHOLDER,Estimate!!Aggregate household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19051_001E,EARNINGS IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19052_001E,WAGE OR SALARY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19053_001E,SELF-EMPLOYMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19054_001E,"INTEREST, DIVIDENDS, OR NET RENTAL INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS",Estimate!!Total
B19055_001E,SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19056_001E,SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19057_001E,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19058_001E,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19059_001E,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19060_001E,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B19061_001E,AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,Estimate!!Aggregate earnings in the past 12 months (in 2015 Inflation-adjusted dollars)
B19062_001E,AGGREGATE WAGE OR SALARY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,Estimate!!Aggregate wage or salary income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19063_001E,AGGREGATE SELF-EMPLOYMENT INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,Estimate!!Aggregate self-employment income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19064_001E,"AGGREGATE INTEREST, DIVIDENDS, OR NET RENTAL INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS","Estimate!!Aggregate interest, dividends, or net rental income in the past 12 months (in 2015 Inflation-adjusted dollars)"
B19065_001E,AGGREGATE SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,Estimate!!Aggregate Social Security income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19066_001E,AGGREGATE SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,Estimate!!Aggregate Supplemental Security Income (SSI) in the past 12 months (in 2015 Inflation-adjusted dollars)
B19067_001E,AGGREGATE PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,Estimate!!Aggregate public assistance income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19069_001E,AGGREGATE RETIREMENT INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,Estimate!!Aggregate retirement income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19070_001E,AGGREGATE OTHER TYPES OF INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,Estimate!!Aggregate other types of income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19080_001E,HOUSEHOLD INCOME QUINTILE UPPER LIMITS,Estimate!!Quintile Upper Limits!!Lowest Quintile
B19081_001E,MEAN HOUSEHOLD INCOME OF QUINTILES,Estimate!!Quintile Means!!Lowest Quintile
B19082_001E,SHARES OF AGGREGATE HOUSEHOLD INCOME BY QUINTILE,Estimate!!Quintile Share of Aggregate Income!!Lowest Quintile
B19083_001E,GINI INDEX OF INCOME INEQUALITY,Estimate!!Gini Index
B19101A_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),Estimate!!Total
B19101B_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Estimate!!Total
B19101C_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Estimate!!Total
B19101D_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),Estimate!!Total
B19101E_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Estimate!!Total
B19101F_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),Estimate!!Total
B19101G_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),Estimate!!Total
B19101H_001E,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",Estimate!!Total
B19101I_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),Estimate!!Total
B19101_001E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Total
B19113A_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113B_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113C_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113D_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113E_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113F_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113G_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113H_001E,"MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113I_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19113_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19119_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY FAMILY SIZE,Estimate!!Total
B19121_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY NUMBER OF EARNERS IN FAMILY,Estimate!!Total
B19125_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,Estimate!!Total
B19126_001E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,Estimate!!Median family income in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B19127_001E,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Aggregate family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19128_001E,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,Estimate!!Aggregate family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19129_001E,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY NUMBER OF WORKERS IN FAMILY,Estimate!!Aggregate family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19130_001E,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY FAMILY TYPE BY AGE OF HOUSEHOLDER,Estimate!!Aggregate family income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19131_001E,FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Total
B19201_001E,NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Total
B19202A_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202B_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202C_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202D_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202E_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202F_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202G_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202H_001E,"MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202I_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19202_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19214_001E,AGGREGATE NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Aggregate nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19215_001E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER,Estimate!!Median nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total (dollars)
B19216_001E,AGGREGATE NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER,Estimate!!Aggregate nonfamily household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301A_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301B_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301C_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301D_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301E_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301F_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301G_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301H_001E,"PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301I_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19301_001E,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313A_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (WHITE ALONE),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313B_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313C_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313D_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (ASIAN ALONE),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313E_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313F_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (SOME OTHER RACE ALONE),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313G_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (TWO OR MORE RACES),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313H_001E,"AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313I_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (HISPANIC OR LATINO),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19313_001E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Aggregate income in the past 12 months (in 2015 Inflation-adjusted dollars)
B19325_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER,Estimate!!Total
B19326_001E,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER WITH INCOME,Estimate!!Median income in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total (dollars)
B20001_001E,SEX BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Estimate!!Total
B20002_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20003_001E,AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS,Estimate!!Aggregate earnings in the past 12 months (in 2015 Inflation-adjusted dollars)
B20004_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Estimate!!Total
B20005A_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE),Estimate!!Total
B20005B_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Total
B20005C_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Total
B20005D_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (ASIAN ALONE),Estimate!!Total
B20005E_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Total
B20005F_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),Estimate!!Total
B20005G_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),Estimate!!Total
B20005H_001E,"SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Total
B20005I_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),Estimate!!Total
B20005_001E,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER,Estimate!!Total
B20017A_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE),Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20017B_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20017C_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
